0 0.0 -1e+100 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0 6962 5936 0.3 0.6 1026 NaN 4504 2697 NaN NaN NaN NaN NaN NaN
0 7139 6216 0.6 0.7 5800 NaN 7415 4743 NaN NaN NaN 7266 5800 923
1 6283 6246 0.4 1.0 NaN 2935 4129 NaN NaN 139 37 NaN NaN NaN
0 2734 2697 0.2 0.9 NaN NaN NaN NaN NaN NaN 37 NaN 105 NaN
0 5803 2083 0.1 0.2 NaN NaN NaN NaN 3720 NaN NaN NaN NaN NaN
1 4411 4374 0.4 1.0 NaN NaN 753 NaN 4777 4845 NaN NaN 37 NaN
1 3211 3174 0.3 1.0 NaN NaN NaN NaN NaN 173 4777 NaN 37 NaN
1 4374 4303 0.6 1.0 71 NaN 71 5288 NaN 4777 1094 548 NaN NaN
0 6661 6624 0.3 0.9 NaN 37 NaN NaN 5186 NaN NaN NaN NaN 5800
0 7312 4615 0.2 0.9 NaN NaN NaN 4640 NaN NaN NaN 2697 NaN NaN
1 2427 2356 0.8 1.0 NaN 71 5800 2356 NaN 7368 4095 2185 7266 446
0 6863 5326 0.6 0.9 1912 1537 NaN 6652 5152 5697 NaN NaN NaN 6413
0 1745 1708 0.6 0.9 139 NaN 37 NaN 37 139 NaN 173 NaN 37
1 1711 1674 0.5 1.0 NaN NaN NaN 787 37 37 NaN 3515 NaN 4879
1 4811 4774 0.4 1.0 NaN 1708 NaN NaN NaN 7027 NaN 37 4811 NaN
0 6925 6581 0.5 0.9 NaN 480 344 NaN 6925 NaN NaN 3344 NaN 446
1 6079 6042 0.6 1.0 2799 3072 37 3276 2151 NaN NaN NaN 3379 NaN
0 6252 6181 0.3 0.8 71 NaN NaN 480 NaN NaN 3617 NaN NaN NaN
1 3459 3422 0.4 1.0 37 6993 NaN 5663 NaN NaN NaN NaN 310 NaN
1 6417 4675 0.3 1.0 NaN NaN NaN NaN NaN 7334 1742 NaN 2765 NaN
0 5505 4923 0.3 0.8 NaN NaN NaN 1162 NaN 582 NaN NaN NaN 616
0 7061 4705 0.5 0.5 5425 NaN 2356 NaN 3276 NaN NaN NaN 7061 3924
1 7374 7133 0.5 1.0 NaN NaN NaN NaN 2526 1571 6789 3754 NaN 241
1 6221 6184 0.5 1.0 4163 1026 NaN 1128 NaN NaN NaN NaN 3413 37
1 3518 3106 0.4 1.0 412 NaN NaN NaN NaN NaN 2731 616 2151 NaN
1 3416 3311 0.6 1.0 NaN 548 105 139 NaN 5254 855 NaN 2185 NaN
1 4451 4414 0.3 1.0 37 NaN NaN NaN 71 NaN NaN 4265 NaN NaN
0 6314 4334 0.2 0.6 1980 NaN NaN NaN NaN NaN 2253 NaN NaN NaN
1 6590 4848 0.1 1.0 NaN NaN NaN NaN NaN NaN 1742 NaN NaN NaN
1 6835 6560 0.4 1.0 NaN 275 1537 6209 NaN NaN NaN NaN 548 NaN
0 6559 6522 0.1 0.9 NaN NaN NaN NaN NaN NaN 37 NaN NaN NaN
1 6184 6147 0.4 1.0 NaN NaN 3072 344 37 NaN NaN NaN 1776 NaN
1 2976 2939 0.6 1.0 37 NaN 37 6209 NaN 787 3856 NaN 37 NaN
1 4346 3593 0.4 1.0 NaN NaN NaN 5425 NaN 2594 753 NaN 855 NaN
0 5976 5939 0.6 0.9 37 241 NaN NaN NaN 4436 NaN 275 207 5118
0 6584 4740 0.5 0.6 NaN 5322 1844 NaN NaN 6584 NaN NaN 6209 6516
0 6423 5977 0.2 0.8 NaN NaN NaN NaN NaN NaN NaN 446 3276 NaN
0 3276 3239 0.5 0.6 7232 NaN NaN 37 NaN NaN 3276 2969 NaN 310
1 2495 2458 0.5 1.0 NaN 1844 NaN NaN 37 NaN 37 NaN 4061 2219
1 3506 3231 0.4 1.0 NaN NaN 275 3208 NaN NaN 4265 6345 NaN NaN
1 4746 4709 0.9 1.0 1605 37 5015 139 37 71 NaN 1537 4470 71
1 4436 4399 0.3 1.0 NaN 4436 NaN NaN 4674 NaN 37 NaN NaN NaN
1 1878 1841 0.7 1.0 37 1878 2492 NaN 310 37 105 139 NaN NaN
1 2197 2160 0.4 1.0 957 37 344 NaN NaN 2424 NaN NaN NaN NaN
0 4271 4234 0.4 0.9 NaN 4879 NaN NaN NaN 37 NaN 37 207 NaN
1 3868 3831 0.4 1.0 NaN 275 NaN NaN NaN NaN 37 310 NaN 71
1 2018 1981 0.6 1.0 37 37 582 173 6448 616 NaN NaN NaN NaN
1 7374 5087 0.5 1.0 NaN 2287 NaN 4061 4367 NaN 2833 NaN 3992 NaN
0 7371 7096 0.6 0.9 1367 1298 NaN 616 5049 NaN NaN NaN 275 855
1 3317 3280 0.9 1.0 582 2833 514 NaN 582 719 1878 719 105 37
0 1953 1916 0.3 0.9 NaN 1605 NaN 71 NaN 37 NaN NaN NaN NaN
0 5806 5735 0.4 0.8 NaN NaN NaN NaN 4197 2765 NaN 4913 NaN 71
1 3868 3831 0.4 1.0 NaN NaN NaN 37 NaN 105 NaN 378 548 NaN
1 7378 7341 0.5 1.0 NaN 37 NaN 5356 1776 3276 NaN NaN 2594 NaN
0 5121 5084 0.4 0.4 5663 2049 NaN 4947 NaN NaN 37 NaN NaN NaN
0 6014 5977 0.7 0.7 NaN 685 5118 NaN 5220 2424 37 6448 6550 NaN
0 6553 3891 0.6 0.7 3958 4095 NaN NaN 3276 3583 2662 5731 NaN NaN
1 3695 3658 0.4 1.0 NaN 37 NaN 5288 1196 NaN 37 NaN NaN NaN
0 3791 3140 0.4 0.4 651 3788 NaN NaN 5118 NaN NaN NaN NaN 3992
0 6516 1296 0.3 0.4 5220 NaN NaN 6516 6891 NaN NaN NaN NaN NaN
1 3552 3481 0.5 1.0 71 NaN 2049 4879 NaN 105 NaN NaN 2731 NaN
1 6866 6625 0.4 1.0 NaN NaN NaN 753 NaN NaN 241 6823 NaN 855
0 6079 6042 0.3 0.9 NaN NaN 3583 NaN NaN NaN NaN NaN 1810 37
1 4098 3720 0.4 1.0 6345 NaN NaN NaN NaN NaN 6686 4981 378 NaN
0 0.0 -1e+100 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1 7247 7176 0.3 1.0 NaN NaN NaN NaN 4640 71 4436 NaN NaN NaN
1 4309 4170 0.3 1.0 NaN NaN NaN NaN 173 NaN NaN 787 NaN 139
1 2294 2053 0.4 1.0 NaN NaN 2424 241 NaN 7027 378 NaN NaN NaN
1 5394 5357 0.2 1.0 NaN NaN NaN 37 NaN NaN NaN 2662 NaN NaN
0 5669 5632 0.4 0.8 NaN NaN 6311 NaN 3447 NaN 3447 NaN 37 NaN
0 7300 0 0.1 0.1 7300 NaN NaN NaN NaN NaN NaN NaN NaN NaN
1 5530 5493 0.6 1.0 616 4913 NaN NaN 651 37 NaN 37 NaN 2594
0 6175 3922 0.3 0.3 5049 NaN NaN NaN NaN NaN NaN 6175 2253 NaN
1 4005 3968 0.4 1.0 37 NaN NaN NaN NaN 889 NaN 6891 1742 NaN
1 7027 6990 0.5 1.0 NaN NaN 7300 37 7027 NaN NaN 71 NaN 6550
0 5502 3556 0.3 0.7 NaN NaN NaN 6857 NaN 1946 5936 NaN NaN NaN
1 1515 1478 0.6 1.0 2015 71 NaN 37 NaN NaN 71 4504 344 NaN
1 5257 5220 0.5 1.0 71 NaN NaN 37 5800 2526 NaN NaN 344 NaN
0 6178 5937 0.4 0.8 241 NaN NaN NaN NaN NaN 6038 446 5152 NaN
1 7204 6042 0.3 1.0 NaN NaN NaN NaN NaN NaN 6686 NaN 1162 5288
0 7340 2461 0.1 0.3 NaN NaN NaN NaN NaN 4879 NaN NaN NaN NaN
1 5087 5050 0.5 1.0 4402 37 37 NaN NaN NaN 4674 NaN NaN 3549
0 6999 3757 0.4 0.8 5118 3242 NaN NaN NaN NaN 3481 NaN 3413 NaN
1 4612 4575 0.7 1.0 480 NaN 4708 582 37 37 2151 NaN NaN 4333
1 4798 4761 0.4 1.0 NaN 5322 NaN 685 3276 37 NaN NaN NaN NaN
0 6243 5422 0.5 0.8 NaN 821 4947 NaN 4231 NaN NaN 6243 NaN 957
1 2461 2424 0.4 1.0 2151 37 207 NaN 5186 NaN NaN NaN NaN NaN
0 3797 3760 0.3 0.9 37 NaN NaN NaN 1469 NaN NaN NaN NaN 5152
1 6283 6246 0.4 1.0 NaN 2935 4129 NaN NaN 139 37 NaN NaN NaN
1 2163 2126 0.8 1.0 71 1878 173 37 2697 4299 105 NaN NaN 6993
0 7207 2192 0.3 0.6 NaN NaN NaN 5015 6891 NaN 5561 NaN NaN NaN
1 2845 2808 0.6 1.0 71 37 NaN 753 NaN NaN NaN 685 1708 37
1 5601 5564 0.3 1.0 NaN NaN NaN NaN 37 NaN NaN NaN 37 37
1 6758 6721 0.5 1.0 37 957 NaN 378 37 NaN NaN NaN 139 NaN
0 7412 7000 0.4 0.8 NaN 7164 NaN NaN NaN NaN NaN 412 3242 5254
0 7235 4982 0.3 0.8 3447 NaN NaN 2356 NaN NaN NaN NaN 2253 NaN
1 5266 5229 0.4 1.0 NaN NaN 1128 4163 NaN NaN 6482 NaN 37 NaN
1 6624 6587 0.5 1.0 37 NaN 1537 3788 NaN 889 NaN NaN NaN 37
1 3084 3047 0.3 1.0 NaN NaN 37 NaN NaN NaN NaN 2151 37 NaN
