0 3757 3482 0.35 0.85 NaN NaN NaN NaN NaN 3549 NaN 7061 310 NaN 4197 2935 NaN NaN NaN NaN NaN 1844 275 NaN
1 3490 3283 0.3 1.0 NaN NaN NaN 5459 NaN 5288 5288 NaN NaN NaN 3106 NaN NaN NaN 4163 207 NaN NaN NaN NaN
1 2306 2269 0.45 1.0 3174 2867 3379 NaN 3924 NaN 3617 NaN NaN NaN NaN NaN 37 37 NaN 548 NaN 37 NaN NaN
1 2061 2024 0.5 1.0 NaN 378 NaN 3651 1264 NaN NaN NaN 139 NaN 378 71 6550 344 NaN 37 NaN NaN 3549 NaN
1 3177 3140 0.35 1.0 NaN 3003 NaN NaN NaN NaN NaN 6993 NaN 7334 616 NaN NaN 480 37 NaN 412 NaN NaN NaN
1 6252 5465 0.4 1.0 3685 787 NaN 1912 NaN 4538 NaN 3481 NaN NaN NaN NaN 6448 NaN 4606 NaN NaN NaN NaN 3651
1 2201 2164 0.35 1.0 37 NaN 37 6652 1980 NaN NaN NaN NaN NaN NaN 1060 NaN NaN NaN NaN NaN NaN 105 3276
1 1891 1854 0.45 1.0 37 NaN 2662 NaN NaN NaN 5766 4811 4333 37 378 NaN NaN 1742 NaN NaN NaN NaN NaN 651
0 7440 7301 0.25 0.85 2969 NaN NaN NaN NaN NaN NaN NaN NaN 5152 7402 NaN NaN NaN NaN 139 4299 NaN NaN NaN
1 2721 2548 0.4 1.0 NaN NaN NaN 2424 310 NaN NaN NaN NaN NaN NaN 207 NaN 1571 NaN 4913 NaN 173 207 5731
1 3044 3007 0.5 1.0 37 NaN NaN 6379 NaN NaN 37 275 3344 378 NaN 105 NaN NaN NaN 1128 37 NaN NaN 5322
1 2554 2517 0.65 1.0 3856 NaN NaN 37 291 NaN 3515 71 620 NaN 37 4674 37 NaN 1810 3140 NaN NaN 37 167
1 1798 1761 0.45 1.0 NaN NaN 6004 37 7095 NaN 1367 NaN NaN NaN 1435 NaN 2287 4470 4640 3413 NaN NaN NaN NaN
1 3155 3118 0.65 1.0 6345 514 992 1469 719 NaN NaN 4129 1503 6482 855 NaN 37 NaN NaN NaN NaN 6209 5288 719
1 2638 2601 0.55 1.0 NaN 1605 71 37 1469 37 71 NaN NaN 5527 NaN 176 71 NaN 1844 NaN NaN 1469 NaN NaN
1 1515 1478 0.6 1.0 NaN 37 NaN 71 37 NaN NaN 787 753 37 37 NaN 344 NaN NaN 37 7266 NaN 992 6175
1 5031 4994 0.5 1.0 2731 NaN NaN NaN 1162 NaN NaN 6550 378 NaN 753 2356 NaN 37 NaN NaN 3720 6004 2287 NaN
1 5332 5295 0.3 1.0 NaN 207 37 NaN NaN NaN NaN NaN NaN NaN 5936 4095 NaN NaN NaN NaN NaN 1196 3754 NaN
1 3301 3264 0.2 1.0 NaN NaN NaN NaN NaN NaN NaN NaN 5970 NaN NaN NaN 5493 NaN 37 NaN NaN NaN NaN 5186
1 1336 1299 0.45 1.0 37 NaN NaN 2049 3583 NaN 3890 NaN NaN NaN 5356 NaN NaN 37 NaN NaN NaN 71 37 344
1 3552 3277 0.4 1.0 275 1708 NaN NaN 344 NaN 6516 5834 NaN 2662 3958 NaN 1298 NaN NaN NaN NaN NaN NaN NaN
1 2290 2253 0.25 1.0 NaN NaN 37 NaN NaN NaN NaN NaN 275 NaN NaN 4913 71 NaN NaN NaN NaN 2151 NaN NaN
1 3521 3484 0.4 1.0 NaN 6857 NaN NaN NaN NaN NaN 2594 3788 2799 NaN NaN NaN 37 NaN NaN 2969 2458 NaN 2833
1 3964 3927 0.2 1.0 5220 4402 37 NaN NaN NaN NaN NaN NaN NaN NaN 3242 NaN NaN NaN NaN NaN NaN NaN NaN
1 3202 3165 0.3 1.0 NaN NaN NaN NaN NaN NaN 6413 6584 NaN NaN NaN 992 NaN NaN 71 NaN NaN 7266 NaN 37
1 7319 7214 0.2 1.0 NaN NaN NaN NaN NaN NaN NaN 105 548 NaN NaN NaN NaN NaN NaN NaN 5322 NaN NaN 2287
1 1171 1134 0.7 1.0 37 NaN 2287 37 6652 37 37 6038 NaN 6413 NaN 37 5493 NaN NaN 7266 1674 37 5186 NaN
1 4727 4520 0.35 1.0 5868 NaN NaN 2492 6720 NaN 5766 NaN NaN NaN NaN NaN NaN NaN NaN 685 207 NaN 1435 NaN
1 1202 1165 0.45 1.0 NaN NaN NaN NaN 241 2969 2901 NaN 5834 NaN NaN NaN 105 37 5561 NaN NaN 7266 NaN 173
0 7108 4002 0.25 0.8 NaN NaN NaN NaN NaN 3276 4913 NaN NaN NaN NaN NaN 3310 3106 NaN 4163 NaN NaN NaN NaN
1 5536 5329 0.55 1.0 NaN 7266 5084 NaN 1162 NaN 5220 207 5936 1230 1980 3481 NaN NaN 2662 NaN 3174 NaN NaN NaN
1 2253 2216 0.5 1.0 NaN NaN 6652 4947 NaN 6652 NaN 37 NaN 685 NaN NaN 6243 NaN 5220 71 NaN 71 2253 NaN
1 846 809 0.65 1.0 37 548 2117 514 1571 NaN 4606 37 2901 NaN NaN 889 821 NaN 2662 NaN 1776 NaN NaN 1708
1 2244 2207 0.4 1.0 NaN NaN 1639 NaN NaN 5561 NaN NaN NaN 37 5425 1639 NaN NaN 2151 3447 NaN 6107 NaN NaN
1 2036 1999 0.55 1.0 NaN 2151 4913 NaN NaN 6345 37 2356 NaN NaN 2458 NaN NaN 4197 4163 992 4743 NaN 446 NaN
1 5400 5363 0.55 1.0 NaN 514 1844 NaN 37 5731 548 5629 NaN 5595 5049 NaN 2083 NaN NaN 1878 NaN 4197 NaN NaN
1 1757 1720 0.45 1.0 71 275 173 NaN 37 NaN 105 NaN 5152 NaN NaN 2390 NaN NaN 37 NaN NaN NaN NaN 310
1 5434 5397 0.55 1.0 NaN NaN NaN 4538 241 37 1912 7334 4470 37 NaN NaN 3515 5970 37 NaN NaN 6038 NaN NaN
0 7405 6379 0.4 0.5 NaN NaN 1026 NaN NaN 2526 3003 NaN 3549 NaN NaN 6311 NaN NaN 1401 2799 NaN NaN 4265 NaN
1 539 400 0.3 1.0 NaN NaN 1912 2969 514 NaN NaN NaN 378 NaN 139 NaN NaN NaN NaN NaN NaN NaN 1639 NaN
1 861 824 0.55 1.0 NaN NaN 37 5871 71 NaN NaN 1094 NaN NaN 3174 NaN NaN NaN 5731 6516 37 37 5902 412
1 1481 1444 0.5 1.0 548 37 5015 NaN 5629 NaN NaN NaN 1571 3003 NaN 71 1639 NaN NaN NaN 1639 NaN NaN 1060
1 2036 1999 0.25 1.0 548 NaN 37 NaN NaN NaN NaN NaN NaN 992 NaN NaN 2356 NaN NaN NaN 3924 NaN NaN NaN
1 6488 4064 0.2 1.0 NaN NaN NaN NaN NaN NaN 2697 NaN 3583 NaN 2526 NaN NaN 2424 NaN NaN NaN NaN NaN NaN
1 1140 1103 0.55 1.0 688 37 37 NaN 71 858 NaN 71 37 5084 6891 NaN NaN NaN NaN 5425 NaN NaN NaN 616
1 2659 2622 0.25 1.0 NaN NaN NaN NaN NaN NaN NaN NaN 37 NaN NaN 241 NaN NaN 71 NaN NaN NaN 719 1060
1 1757 1618 0.15 1.0 NaN NaN NaN NaN 4026 1060 NaN NaN NaN NaN NaN NaN NaN NaN 139 NaN NaN NaN NaN NaN
1 2042 2005 0.55 1.0 3617 NaN 378 105 37 71 NaN 37 6345 NaN NaN NaN 6993 4299 NaN 37 NaN NaN 6004 NaN
1 2272 2235 0.45 1.0 NaN NaN 7368 NaN 37 NaN 1026 1230 5425 923 NaN NaN NaN 3651 6175 2560 NaN NaN NaN NaN
0 7337 6516 0.4 0.75 5459 2117 6993 NaN NaN 5697 NaN 821 NaN NaN NaN NaN 4538 NaN NaN NaN NaN 2049 1469 NaN
1 5617 5580 0.4 1.0 NaN NaN 4265 NaN NaN NaN 2219 NaN 2321 NaN 1537 37 5731 5220 2424 NaN NaN NaN NaN NaN
1 2876 2839 0.25 1.0 3617 NaN NaN NaN 37 NaN 105 NaN NaN NaN NaN 4129 NaN NaN NaN NaN NaN NaN 855 NaN
1 4315 3869 0.5 1.0 855 446 NaN NaN 3924 NaN 1605 NaN 753 NaN NaN NaN NaN 3276 2731 2935 4947 NaN 6243 NaN
1 1215 1178 0.45 1.0 NaN 855 NaN NaN NaN 4708 3890 37 6072 NaN NaN NaN NaN NaN NaN 5390 NaN 3276 1196 5595
0 6045 4406 0.3 0.95 6959 NaN NaN NaN 1810 2117 NaN NaN 1639 NaN 2935 NaN NaN NaN NaN 2594 NaN NaN NaN NaN
1 1788 1751 0.6 1.0 4402 275 5186 NaN NaN NaN 7232 37 37 2867 37 NaN NaN 139 7061 1094 NaN NaN 2424 NaN
1 1484 1447 0.35 1.0 NaN 37 37 NaN NaN NaN 2049 NaN 71 NaN NaN NaN NaN 37 NaN NaN 37 NaN NaN 2287
1 3518 3481 0.65 1.0 4913 548 37 3276 NaN 7368 2458 NaN NaN 37 3447 105 NaN 5731 NaN 7027 3344 241 NaN NaN
1 2036 1999 0.55 1.0 NaN 2151 4913 NaN NaN 6345 37 2356 NaN NaN 2458 NaN NaN 4197 4163 992 4743 NaN 446 NaN
1 771 734 0.55 1.0 139 NaN NaN 71 582 NaN 275 NaN 37 7130 NaN 37 NaN 548 NaN 310 NaN 275 4163 NaN
1 1311 1274 0.45 1.0 NaN 3413 NaN NaN 821 NaN 2969 NaN NaN 37 NaN NaN NaN 37 NaN 3617 NaN 5220 7300 582
