1 5735 5698 0.5 1.0 1060 NaN NaN 4197 5356 NaN NaN NaN 6891 NaN 37 480 NaN NaN NaN 1435 548 37 NaN 7436
1 1965 1928 0.5 1.0 446 NaN 37 NaN 1174 37 NaN 548 NaN NaN NaN NaN 6311 NaN NaN 37 NaN 71 1240 5936
1 2095 2058 0.45 1.0 NaN NaN 2901 71 NaN NaN 4845 2969 37 5629 NaN NaN NaN NaN 2083 71 5356 NaN NaN NaN
1 6026 5989 0.3 1.0 3481 NaN 6107 310 NaN NaN NaN NaN 37 651 NaN 719 NaN NaN NaN NaN NaN NaN NaN NaN
1 3806 3769 0.4 1.0 548 548 NaN NaN 6448 NaN 37 NaN NaN NaN 2185 NaN NaN 344 NaN NaN NaN 37 1026 NaN
1 1794 1757 0.5 1.0 1810 NaN 2219 NaN NaN 3413 1946 NaN 37 NaN 957 NaN 5769 37 NaN 71 NaN 6618 NaN NaN
1 3602 3565 0.5 1.0 NaN 105 1264 4981 NaN NaN 4743 NaN NaN NaN 1060 37 4504 37 NaN NaN NaN 378 NaN 548
1 4888 4851 0.3 1.0 NaN NaN 37 NaN NaN NaN NaN 139 NaN 2458 NaN 446 7232 NaN NaN NaN NaN NaN 5186 NaN
1 2538 2501 0.6 1.0 207 1298 889 685 71 NaN 37 NaN 6550 NaN NaN NaN 139 37 NaN NaN NaN 105 821 2049
1 3726 3689 0.35 1.0 480 173 NaN NaN 37 NaN NaN 4879 NaN NaN NaN NaN 37 NaN NaN NaN 616 412 NaN NaN
1 6382 5663 0.35 1.0 NaN 719 NaN NaN NaN NaN 1162 NaN 2901 NaN 2833 2731 NaN NaN 3549 NaN NaN NaN 3276 NaN
1 1422 1385 0.4 1.0 NaN 5356 787 NaN NaN 105 NaN NaN 344 NaN NaN NaN 4538 NaN NaN 37 37 NaN NaN 37
0 6079 3451 0.15 0.5 NaN NaN 2628 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3992 7266
1 5499 5326 0.15 1.0 NaN 6891 NaN NaN NaN NaN NaN NaN NaN NaN NaN 2185 173 NaN NaN NaN NaN NaN NaN NaN
1 3292 3255 0.5 1.0 NaN 753 NaN 344 105 1946 NaN NaN NaN NaN NaN 3379 NaN 37 4845 37 NaN NaN 1094 1401
1 5846 5775 0.35 1.0 1230 NaN 3072 NaN NaN NaN 4640 889 NaN NaN NaN 71 NaN NaN NaN NaN NaN NaN 4436 6141
1 2275 2238 0.65 1.0 37 NaN 923 4674 1026 NaN NaN 1980 NaN NaN 7436 992 1776 2833 5493 NaN 4026 3310 5049 NaN
0 7374 7235 0.3 0.5 NaN 3003 6175 3003 NaN NaN NaN NaN NaN 6141 NaN NaN 139 NaN 6072 NaN NaN NaN NaN NaN
1 1506 1469 0.35 1.0 NaN NaN NaN NaN NaN NaN 7402 NaN 1469 37 NaN 1605 37 NaN 3924 NaN NaN NaN NaN 71
1 2700 2663 0.45 1.0 71 2219 NaN 3617 NaN NaN 1333 957 3924 NaN NaN 207 NaN NaN NaN 37 37 NaN NaN NaN
1 2774 2737 0.5 1.0 NaN NaN NaN NaN NaN NaN NaN 4674 NaN 37 992 310 412 1946 37 2055 NaN 1469 5697 NaN
1 1481 1444 0.5 1.0 548 37 5015 NaN 5629 NaN NaN NaN 1571 3003 NaN 71 1639 NaN NaN NaN 1639 NaN NaN 1060
1 2439 2368 0.35 1.0 412 NaN 5936 NaN NaN NaN NaN NaN NaN NaN 616 6413 5118 NaN NaN NaN NaN NaN 71 2697
1 5043 5006 0.45 1.0 NaN NaN 6141 NaN NaN NaN 6482 6379 6413 2083 NaN NaN 2935 NaN 4265 2901 NaN NaN 37 NaN
1 3493 3320 0.5 1.0 NaN 173 NaN NaN 2833 2731 1605 1162 NaN NaN 855 889 4504 7368 NaN NaN NaN NaN 2015 NaN
1 2650 2511 0.35 1.0 2799 NaN 5390 NaN 6618 NaN NaN NaN NaN NaN 616 139 1026 NaN NaN NaN 6413 NaN NaN NaN
1 3286 3249 0.5 1.0 NaN NaN 5015 37 37 NaN NaN 37 37 NaN 2083 NaN 6311 1980 NaN NaN 855 NaN 3481 NaN
1 1134 1063 0.65 1.0 NaN 719 NaN 1060 3754 NaN 6720 3003 5459 NaN 71 923 7334 NaN NaN 241 855 3174 NaN 1060
1 1661 1624 0.55 1.0 NaN 6413 NaN NaN 2049 NaN NaN 344 4163 105 NaN 957 NaN 855 105 37 NaN 480 105 NaN
1 1636 1599 0.45 1.0 NaN 3890 NaN 3822 NaN NaN 4333 105 4333 NaN 173 1742 NaN NaN NaN NaN NaN 37 37 NaN
1 7319 7214 0.2 1.0 NaN NaN NaN NaN NaN NaN NaN 105 548 NaN NaN NaN NaN NaN NaN NaN 5322 NaN NaN 2287
1 5638 5465 0.3 1.0 NaN NaN NaN NaN NaN NaN 1333 173 NaN NaN 1537 514 4265 NaN NaN 3720 NaN NaN NaN NaN
1 3865 3828 0.55 1.0 5527 725 3242 NaN NaN NaN 514 NaN 827 37 3208 37 NaN 651 NaN 4402 NaN NaN NaN 37
1 781 744 0.45 1.0 5220 37 821 NaN NaN 4402 NaN 753 NaN NaN 923 NaN NaN 37 NaN NaN NaN 514 NaN 1435
1 4445 4408 0.45 1.0 992 NaN 2662 37 3003 NaN NaN 2697 3685 2287 NaN NaN NaN NaN NaN 37 37 NaN NaN NaN
1 1993 1752 0.35 1.0 NaN NaN 6209 NaN 412 NaN NaN NaN 412 NaN NaN NaN 5220 NaN 2253 241 5084 NaN NaN NaN
1 1481 1444 0.5 1.0 548 37 5015 NaN 5629 NaN NaN NaN 1571 3003 NaN 71 1639 NaN NaN NaN 1639 NaN NaN 1060
0 7353 7316 0.2 0.75 NaN NaN NaN NaN 2049 NaN NaN NaN 6413 NaN NaN NaN NaN NaN 37 4367 NaN NaN NaN NaN
