1 4643 4606 0.5666666666666667 1.0 NaN NaN 71 939 353 1243 NaN 37 7294 NaN NaN 1422 NaN 3543 905 NaN NaN 2929 37 NaN 1413 3850 NaN NaN 282 105 5350 NaN NaN 105
1 1519 1482 0.4666666666666667 1.0 787 NaN NaN 6379 6993 NaN NaN 5356 5084 1537 NaN 37 71 NaN 4743 2662 NaN NaN NaN 3822 2833 NaN NaN 1503 NaN NaN NaN NaN NaN 5356
1 2535 2498 0.5333333333333333 1.0 37 NaN NaN 37 213 2566 37 6838 NaN NaN NaN NaN 365 NaN 313 1100 NaN 3738 492 NaN NaN 6934 37 37 NaN 71 3078 NaN NaN NaN
1 1162 1125 0.4 1.0 7241 37 NaN NaN NaN NaN 6014 NaN 5332 NaN 37 NaN NaN NaN NaN NaN 71 NaN 1410 NaN 37 427 NaN NaN 5195 NaN NaN 458 71 NaN
1 1295 1258 0.36666666666666664 1.0 37 NaN NaN NaN NaN 957 NaN NaN NaN 1264 1878 NaN NaN NaN 1537 3106 NaN 6417 6482 105 NaN NaN NaN NaN NaN 4916 NaN NaN NaN 5632
1 1302 1265 0.3 1.0 NaN NaN 241 NaN NaN NaN NaN NaN NaN 37 6448 NaN 6107 NaN NaN NaN NaN NaN 7266 NaN NaN 279 NaN 5766 1537 NaN NaN NaN NaN 1810
1 2027 1990 0.5 1.0 2492 NaN 4371 37 NaN NaN 651 NaN NaN 821 NaN 6993 NaN 651 3890 NaN NaN NaN NaN 1230 NaN 1196 NaN NaN 4575 NaN 2458 1401 7402 275
1 2027 1990 0.36666666666666664 1.0 NaN NaN NaN NaN NaN NaN NaN 6686 NaN NaN NaN NaN NaN 1674 NaN 7402 NaN 3651 1745 4708 37 4879 NaN 4811 NaN 1674 NaN NaN NaN 3038
1 1519 1482 0.4 1.0 NaN 37 NaN NaN 548 NaN NaN 37 NaN 3791 37 3242 NaN NaN NaN NaN 530 37 7334 NaN NaN 37 1540 2535 NaN NaN NaN NaN NaN NaN
1 1717 1680 0.3 1.0 NaN 4811 NaN 275 NaN NaN NaN 37 NaN NaN NaN NaN 6107 NaN 173 NaN 207 NaN 4913 NaN NaN NaN 71 NaN NaN 6345 NaN NaN NaN NaN
1 1996 1959 0.5333333333333333 1.0 310 NaN 992 957 37 502 NaN 350 4640 NaN NaN 37 NaN NaN NaN 37 NaN 37 37 6754 37 616 NaN NaN 71 NaN NaN 37 NaN NaN
1 2371 2334 0.3 1.0 37 NaN 5322 NaN NaN 7402 NaN NaN NaN NaN NaN 3174 1742 NaN NaN NaN NaN NaN 2867 NaN NaN 207 NaN NaN NaN NaN 4436 NaN NaN 310
1 1875 1838 0.4666666666666667 1.0 NaN NaN NaN 3038 2117 2526 1674 NaN NaN 2799 821 480 37 NaN NaN NaN 1128 1605 5561 NaN NaN 5356 7436 753 NaN NaN NaN NaN NaN NaN
1 1382 1345 0.2 1.0 NaN NaN NaN NaN NaN NaN NaN 3924 NaN 957 NaN NaN 6959 NaN NaN NaN NaN NaN NaN 3992 NaN 37 NaN NaN NaN NaN NaN NaN 37 NaN
