Robot id	First discovery time	First information time
1	0	232
2	0	217
3	0	229
4	0	272
5	0	210
6	0	217
7	0	251
8	0	520
9	0	443
10	0	297
11	1128	223
12	0	446
13	3654	213
14	4026	217
15	37	37
16	3720	229
17	3862	229
18	0	523
19	0	229
20	0	40
21	2219	251
22	0	530
23	0	523
24	0	229
25	2117	254
26	0	886
27	4098	213
28	0	880
29	0	248
30	7368	331
