Robot id	First discovery time	First information time
1	0	378
2	0	58
3	1060	68
4	1478	310
5	310	40
6	0	55
7	3685	58
8	4197	43
9	0	313
10	2867	71
11	0	71
12	0	58
13	4504	306
14	4470	65
15	0	43
16	0	1946
17	37	37
18	0	58
19	37	37
20	0	381
21	0	68
22	0	68
23	0	58
24	6993	68
25	5735	65
26	0	68
27	0	46
28	0	1205
29	0	43
30	1106	46
