Robot id	First discovery time	First information time
1	37	37
2	1128	455
3	889	189
4	6277	430
5	0	114
6	0	201
7	0	213
8	37	37
9	1946	1946
10	1674	207
11	0	486
12	0	213
13	37	37
14	37	37
15	37	37
16	787	55
17	0	207
18	0	201
19	0	201
20	0	356
21	6618	40
22	0	49
23	0	46
24	0	58
25	0	207
26	0	164
27	37	37
28	5356	452
29	0	1041
30	0	49
