Robot id	First discovery time	First information time
1	889	889
2	7334	2520
3	0	2656
4	0	1187
5	0	2653
6	0	2638
7	821	620
8	0	620
9	0	620
10	0	2635
11	0	629
12	37	37
13	0	40
14	0	4907
15	6413	1484
16	2151	620
17	0	2638
18	2901	2411
19	0	2638
20	4674	2638
21	2697	2408
22	0	620
23	0	2638
24	616	616
25	0	632
26	7198	2638
27	0	1187
28	1742	620
29	0	1184
30	0	2638
