Robot id	First discovery time	First information time
1	0	474
2	0	365
3	0	368
4	1605	452
5	0	651
6	0	356
7	0	2092
8	2594	2480
9	0	452
10	2935	362
11	0	827
12	0	362
13	821	350
14	0	452
15	37	37
16	0	372
17	0	799
18	5629	353
19	0	477
20	6038	372
21	486	347
22	0	362
23	0	824
24	0	458
25	548	350
26	0	474
27	0	886
28	0	449
29	0	362
30	0	356
