Robot id	First discovery time	First information time
1	5561	1956
2	2935	905
3	0	1481
4	0	74
5	0	2569
6	0	895
7	0	1488
8	3276	1029
9	0	1271
10	0	2563
11	0	1593
12	0	2566
13	0	905
14	0	905
15	4061	762
16	0	1593
17	0	1494
18	71	71
19	821	821
20	0	2573
21	1912	759
22	0	1267
23	0	1271
24	0	1488
25	0	1590
26	0	827
27	0	1633
28	1162	892
29	0	1271
30	3072	1494
