Robot id	First discovery time	First information time
1	37	37
2	0	626
3	4640	378
4	0	248
5	0	68
6	0	49
7	0	213
8	0	254
9	0	65
10	0	65
11	0	62
12	0	251
13	0	288
14	0	210
15	5192	68
16	0	381
17	4879	213
18	2015	58
19	0	223
20	0	213
21	0	635
22	0	384
23	0	967
24	37	37
25	0	164
26	0	52
27	0	251
28	6488	155
29	582	55
30	0	55
