1 1866 1829 0.5666666666666667 1.0 NaN NaN 37 37 NaN NaN 37 NaN NaN 4929 7350 3019 NaN 37 4588 37 3292 213 NaN 179 734 NaN 6975 NaN NaN 71 6702 NaN 1726 NaN
1 957 920 0.4666666666666667 1.0 NaN NaN 1435 4777 NaN NaN 1472 NaN 37 2697 NaN NaN 5220 5093 NaN NaN NaN 207 3992 NaN 5093 1407 NaN NaN 71 1605 NaN 182 NaN NaN
1 1844 1807 0.5666666666666667 1.0 NaN NaN 344 NaN NaN 3003 1236 NaN 582 957 3890 4402 105 NaN NaN 4129 6175 NaN NaN NaN 1128 787 6584 6584 NaN 5800 NaN 37 NaN 37
1 641 604 0.43333333333333335 1.0 582 NaN 5186 NaN NaN 2185 4538 1912 NaN NaN NaN 6311 4129 NaN NaN NaN 719 NaN NaN NaN 37 651 NaN NaN NaN NaN 5902 4777 NaN 5629
1 1450 1004 0.36666666666666664 1.0 NaN NaN NaN 2492 NaN NaN NaN NaN NaN NaN 1298 NaN NaN NaN NaN 2628 NaN NaN NaN 6584 NaN 446 NaN 2390 1333 5493 616 3109 5697 NaN
1 3227 1894 0.26666666666666666 1.0 1639 NaN NaN NaN 7232 2424 2560 NaN NaN NaN NaN NaN NaN 1367 NaN 1571 NaN NaN NaN NaN NaN NaN NaN NaN 2867 NaN NaN NaN NaN 1333
1 1054 1017 0.5666666666666667 1.0 NaN 37 NaN NaN 1574 NaN 3149 NaN NaN 37 4104 37 NaN NaN 5363 NaN 6045 37 NaN 310 NaN 2018 NaN NaN 37 393 4064 37 6094 232
1 2573 2502 0.3 1.0 5561 2935 NaN NaN NaN NaN NaN 3276 NaN NaN NaN NaN NaN NaN 4061 NaN NaN 71 821 NaN 1912 NaN NaN NaN NaN NaN NaN 1162 NaN 3072
1 2077 2040 0.4666666666666667 1.0 NaN NaN 796 NaN NaN 1469 NaN 771 207 37 NaN 4777 NaN NaN NaN 37 37 NaN NaN 2390 NaN 1627 71 NaN 1559 NaN NaN 582 NaN 241
1 4956 4885 0.16666666666666666 1.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 2492 NaN NaN NaN NaN NaN NaN 2287 7130 NaN NaN 787 NaN 71 NaN NaN
1 3013 2874 0.23333333333333334 1.0 NaN NaN 2628 NaN 5561 NaN NaN 139 NaN NaN NaN NaN NaN NaN NaN NaN 2492 1162 NaN NaN NaN NaN NaN NaN 1810 NaN NaN NaN 5118 NaN
1 1819 1782 0.3333333333333333 1.0 37 NaN NaN 1435 855 NaN NaN 412 NaN 1639 NaN NaN NaN NaN 6959 NaN NaN NaN NaN NaN NaN 139 1674 NaN 37 NaN NaN NaN NaN 37
1 2036 1999 0.23333333333333334 1.0 NaN NaN NaN 207 6959 NaN NaN NaN NaN NaN NaN 1230 NaN NaN NaN 37 NaN NaN NaN NaN NaN 6141 NaN NaN NaN 37 NaN 4504 NaN NaN
1 5868 3512 0.3 1.0 2799 2901 3140 NaN NaN 3549 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 2628 6587 6038 NaN NaN NaN NaN 2356 6900
1 1484 1447 0.4 1.0 NaN 4299 6147 NaN NaN NaN 71 NaN 2036 NaN NaN NaN 241 NaN NaN 5322 4026 5970 NaN NaN NaN NaN 37 NaN NaN 1094 NaN NaN 6789 37
1 827 790 0.36666666666666664 1.0 1367 NaN NaN NaN NaN 5049 105 NaN NaN 275 412 NaN NaN NaN NaN 4777 NaN NaN 37 NaN NaN 923 NaN NaN 753 NaN NaN 37 NaN 6618
1 5846 5809 0.23333333333333334 1.0 NaN NaN NaN NaN 6584 NaN 3174 NaN NaN NaN NaN NaN 37 957 NaN 7232 NaN NaN NaN NaN NaN NaN NaN NaN 6072 NaN 3890 NaN NaN NaN
1 1004 967 0.4666666666666667 1.0 NaN NaN 37 71 NaN NaN NaN NaN 548 3344 37 NaN NaN NaN 1264 6072 NaN 923 3992 NaN NaN 3276 NaN 37 NaN 4333 3992 NaN 821 NaN
1 2436 2399 0.36666666666666664 1.0 37 NaN NaN NaN NaN NaN NaN NaN 37 6857 NaN 344 NaN 1128 4947 344 37 NaN NaN NaN NaN 4913 NaN NaN NaN 37 NaN 1094 NaN NaN
1 477 440 0.2 1.0 NaN NaN NaN NaN NaN 3992 37 378 316 NaN NaN NaN NaN NaN 5595 NaN NaN NaN 548 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1 651 614 0.4666666666666667 1.0 NaN NaN 37 NaN NaN NaN 889 NaN NaN 275 651 NaN NaN 4780 37 37 NaN 2424 NaN NaN 2321 37 NaN NaN 4606 NaN 4984 37 NaN 7095
1 3552 3515 0.4 1.0 37 NaN NaN 37 1230 NaN NaN 37 71 3481 4061 4302 NaN NaN NaN NaN 37 71 2799 NaN NaN NaN NaN NaN NaN NaN NaN NaN 753 NaN
1 1171 1134 0.36666666666666664 1.0 2185 NaN NaN 6277 1537 NaN 2321 NaN 37 6516 NaN NaN NaN NaN NaN 6209 4879 NaN NaN NaN NaN 3958 3924 105 NaN NaN NaN NaN NaN NaN
1 899 862 0.3333333333333333 1.0 NaN 37 NaN NaN NaN 6720 37 1131 2256 NaN NaN NaN NaN 1196 NaN NaN 1980 NaN NaN 1165 NaN NaN NaN NaN NaN NaN 2969 NaN 37 NaN
1 830 793 0.4 1.0 NaN 37 37 NaN 3047 NaN NaN NaN NaN 967 2340 NaN NaN NaN 37 NaN 3592 NaN NaN NaN 2194 NaN 139 NaN 6897 1581 793 NaN NaN NaN
1 917 880 0.5 1.0 241 NaN 37 173 6141 37 NaN NaN NaN NaN NaN NaN NaN 6141 37 1333 5493 NaN 37 NaN 37 173 NaN NaN 37 7368 1708 NaN NaN NaN
1 2033 1996 0.4666666666666667 1.0 37 NaN 1230 NaN NaN 37 NaN 37 NaN 1605 NaN NaN NaN 1435 71 NaN 37 37 NaN NaN 514 7164 NaN NaN 37 NaN 4606 6959 NaN NaN
1 3636 3565 0.43333333333333335 1.0 NaN 3140 6413 NaN 2969 241 1264 NaN NaN NaN 139 NaN NaN NaN 514 2321 71 5902 NaN NaN NaN 6857 NaN NaN NaN NaN 1435 5970 NaN NaN
1 2480 2443 0.3 1.0 NaN NaN NaN 1605 NaN NaN NaN 2594 NaN 2935 NaN NaN 821 NaN 37 NaN NaN 5629 NaN 6038 486 NaN NaN NaN 548 NaN NaN NaN NaN NaN
1 1134 1097 0.3333333333333333 1.0 NaN NaN 6345 NaN 685 7232 923 37 3890 2867 NaN NaN NaN NaN NaN 3003 NaN NaN NaN NaN NaN NaN NaN 3583 NaN NaN NaN 37 NaN NaN
1 2669 2632 0.4 1.0 NaN NaN NaN NaN NaN 37 NaN 37 NaN 2563 NaN 6485 NaN NaN NaN NaN NaN 275 1980 992 NaN NaN 310 NaN NaN 6379 5766 37 NaN 821
1 886 849 0.3333333333333333 1.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1128 NaN 3654 4026 37 3720 3862 NaN NaN NaN 2219 NaN NaN NaN 2117 NaN 4098 NaN NaN 7368
1 1866 1829 0.5 1.0 NaN 6959 275 NaN 3754 NaN NaN 37 NaN NaN NaN NaN 582 37 6925 3549 NaN NaN 6789 37 1298 37 4265 NaN 5015 NaN NaN 5425 NaN NaN
1 1264 1227 0.5 1.0 NaN 1639 139 NaN 1196 651 3174 NaN NaN NaN NaN NaN 2321 2867 NaN NaN 480 5390 344 37 4668 71 NaN NaN NaN NaN NaN 37 NaN 71
1 2201 2028 0.36666666666666664 1.0 NaN NaN 4026 NaN NaN 5186 NaN NaN 3890 NaN 992 NaN NaN NaN 6993 6072 NaN NaN NaN NaN 2969 173 NaN NaN NaN 6959 NaN NaN 548 719
1 1143 1106 0.36666666666666664 1.0 NaN 5356 NaN 7198 NaN NaN NaN NaN 37 2799 NaN 7409 NaN NaN NaN NaN NaN NaN 173 5220 NaN 685 NaN NaN NaN NaN 139 105 548 NaN
1 849 812 0.2 1.0 NaN NaN NaN NaN NaN 6448 37 NaN 787 NaN NaN NaN NaN NaN NaN 1946 NaN NaN NaN NaN NaN NaN 6311 NaN NaN NaN 3276 NaN NaN NaN
1 2179 2142 0.3333333333333333 1.0 NaN NaN NaN 37 616 2935 NaN NaN NaN NaN 2901 NaN NaN NaN 1844 NaN NaN NaN 4640 NaN 7061 NaN NaN NaN 5970 3140 3106 NaN NaN NaN
1 930 893 0.5333333333333333 1.0 139 344 NaN NaN 37 5561 NaN NaN 4299 NaN NaN NaN NaN NaN 105 NaN 37 3788 NaN 37 37 2697 37 1776 NaN NaN NaN 3992 3862 3174
1 1466 1429 0.3 1.0 NaN NaN NaN NaN NaN NaN NaN 4265 NaN 5220 NaN 4436 NaN 1639 37 NaN NaN 5800 1810 NaN NaN 37 NaN NaN 3893 NaN NaN NaN NaN NaN
1 3214 3177 0.4 1.0 NaN NaN NaN NaN NaN 37 NaN NaN 4575 NaN 5800 NaN 3310 NaN NaN 1060 5496 NaN 6996 NaN NaN 310 NaN NaN 5769 4231 NaN NaN 2662 5564
1 2011 1974 0.43333333333333335 1.0 NaN 412 NaN 37 6243 NaN NaN NaN NaN NaN 4950 4677 37 NaN 3788 NaN NaN NaN 4783 NaN NaN 1472 NaN 6686 NaN 787 4677 NaN 4743 NaN
1 1643 1606 0.4 1.0 NaN 3090 NaN NaN NaN NaN NaN 71 NaN NaN NaN 37 638 2064 1041 NaN NaN 241 917 71 4395 37 37 NaN NaN NaN NaN NaN NaN NaN
1 682 645 0.43333333333333335 1.0 NaN 4712 1026 NaN NaN NaN NaN 37 NaN NaN 37 NaN NaN NaN 2287 4402 3379 NaN NaN 3003 2219 37 NaN 7027 NaN 1810 NaN NaN 5635 NaN
1 902 865 0.5333333333333333 1.0 NaN 6720 1810 37 NaN NaN NaN 37 NaN 1367 NaN 288 NaN NaN NaN NaN 753 NaN 2390 2594 213 2117 NaN 3174 446 6789 3447 NaN NaN 7064
1 976 939 0.4 1.0 NaN 37 424 NaN 37 NaN 37 37 NaN NaN 3918 NaN 37 1159 678 NaN NaN NaN NaN 2861 NaN NaN NaN NaN NaN NaN NaN 2588 37 NaN
1 1475 1438 0.5666666666666667 1.0 NaN 548 NaN NaN 5567 NaN 37 2563 2529 37 1912 NaN 5053 5697 NaN 3413 NaN 3174 4913 6283 NaN NaN NaN 207 NaN NaN 1571 37 241 NaN
1 2470 2433 0.4666666666666667 1.0 NaN 1469 NaN NaN NaN NaN 2015 3924 NaN NaN NaN 2015 NaN 4197 514 NaN NaN 3992 1469 37 NaN 71 NaN NaN 1649 3344 NaN NaN 2287 1367
1 3013 2942 0.5 1.0 6255 NaN NaN 7210 3251 NaN 1094 1577 344 NaN 6014 NaN 1196 4956 NaN NaN NaN 1128 NaN NaN 1469 514 NaN NaN NaN NaN 4547 71 NaN 3016
1 1450 1413 0.43333333333333335 1.0 37 582 37 3958 NaN NaN NaN 37 NaN 192 37 37 719 NaN NaN NaN NaN 992 NaN NaN NaN NaN 3788 37 37 NaN NaN NaN NaN NaN
1 1717 1680 0.43333333333333335 1.0 378 37 NaN NaN NaN NaN 6277 NaN NaN 37 7365 NaN 37 NaN NaN 7061 1367 NaN NaN 4777 NaN NaN NaN NaN 6686 NaN 37 6038 2833 NaN
1 2387 2350 0.4666666666666667 1.0 37 NaN 1060 NaN NaN 37 5201 NaN 6231 1317 1196 3803 344 NaN NaN NaN 616 NaN 173 4349 2715 NaN NaN NaN NaN 6702 NaN NaN NaN NaN
1 787 750 0.4666666666666667 1.0 5459 5232 4110 4922 37 NaN 1162 NaN 5313 387 6041 NaN NaN 5313 NaN 37 NaN NaN NaN NaN NaN NaN 1469 NaN NaN 6596 NaN NaN NaN 855
1 595 558 0.4 1.0 NaN 7033 NaN NaN 1674 NaN NaN 3664 NaN 1810 NaN NaN 4953 NaN NaN 37 NaN NaN NaN NaN NaN 71 7161 957 NaN NaN NaN 2039 3208 2972
1 1946 1909 0.4666666666666667 1.0 37 1128 889 6277 NaN NaN NaN 37 1946 1674 NaN NaN 37 37 37 787 NaN NaN NaN NaN 6618 NaN NaN NaN NaN NaN 37 5356 NaN NaN
1 5824 5787 0.4666666666666667 1.0 37 NaN NaN NaN NaN 4095 NaN 2117 1469 2151 NaN NaN NaN NaN NaN 2833 1708 1878 NaN 139 NaN 1128 NaN 3704 NaN 548 NaN 5834 NaN 1469
1 762 725 0.5333333333333333 1.0 105 3992 2049 3276 NaN NaN 1980 NaN 6345 71 548 NaN NaN NaN 7198 NaN 173 5084 NaN NaN NaN 37 NaN NaN 2594 NaN 2015 1094 1742 NaN
1 1946 1909 0.43333333333333335 1.0 NaN NaN 1060 1478 310 NaN 3685 4197 NaN 2867 NaN NaN 4504 4470 NaN NaN 37 NaN 37 NaN NaN NaN NaN 6993 5735 NaN NaN NaN NaN 1106
1 858 821 0.5 1.0 NaN 548 4036 NaN 486 NaN 471 37 815 3971 325 NaN NaN NaN NaN NaN 2179 176 5192 NaN 917 NaN NaN NaN 37 471 NaN 4169 NaN NaN
1 2142 2105 0.36666666666666664 1.0 NaN NaN NaN NaN 4299 37 6277 NaN 378 446 NaN NaN NaN 3447 NaN NaN NaN NaN NaN 5322 NaN NaN 105 37 NaN NaN 992 NaN NaN 7164
1 3630 2809 0.26666666666666666 1.0 NaN NaN 3276 821 1469 NaN NaN NaN NaN 1367 NaN NaN 1128 NaN NaN NaN 5800 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3856 NaN 2526
1 2247 2210 0.5 1.0 NaN 5084 275 5561 37 NaN 3992 NaN 2662 37 NaN 3310 NaN NaN NaN 344 NaN NaN 582 NaN 2594 NaN NaN 5527 3992 NaN 37 NaN NaN 37
1 1174 1137 0.4666666666666667 1.0 5390 3958 3890 NaN 2219 NaN 378 3958 37 NaN NaN 889 4265 NaN 139 NaN 4197 6891 NaN NaN NaN 1980 NaN NaN NaN 2151 NaN NaN NaN NaN
1 4758 4721 0.4 1.0 NaN NaN NaN NaN NaN NaN 1878 1367 NaN 1776 NaN NaN NaN NaN NaN 2253 NaN 3003 NaN 2117 923 37 1230 1298 NaN NaN NaN 3038 NaN 1844
1 2052 2015 0.4666666666666667 1.0 1912 3754 NaN NaN NaN 71 NaN 961 NaN 5084 NaN NaN 37 998 5527 NaN NaN 719 NaN NaN 5186 37 NaN 294 NaN 37 719 NaN NaN NaN
1 2659 2622 0.4 1.0 NaN 1980 NaN NaN NaN 1026 1298 37 NaN NaN NaN NaN 1844 NaN NaN NaN NaN 105 5766 NaN NaN NaN 1298 NaN 37 NaN 889 275 6355 NaN
1 4907 4870 0.4 1.0 889 7334 NaN NaN NaN NaN 821 NaN NaN NaN NaN 37 NaN NaN 6413 2151 NaN 2901 NaN 4674 2697 NaN NaN 616 NaN 7198 NaN 1742 NaN NaN
