1 2135 2098 0.45 1.0 NaN NaN 3720 NaN 7266 3072 NaN 1844 NaN 616 NaN NaN 241 37 NaN 344 37 NaN NaN NaN
1 926 889 0.45 1.0 3310 1230 NaN NaN 37 NaN 1162 4541 NaN NaN NaN NaN 1128 NaN NaN 5390 NaN 5425 NaN 105
0 6320 6283 0.35 0.9 NaN 6516 NaN 5800 NaN NaN NaN 821 NaN 3003 NaN 37 NaN 2185 NaN NaN NaN NaN 3276 NaN
1 1131 1094 0.45 1.0 71 NaN NaN NaN 37 NaN NaN 37 71 37 NaN NaN 452 3893 NaN 37 NaN 37 NaN NaN
1 1081 1044 0.55 1.0 37 NaN NaN NaN NaN 5288 207 6720 NaN NaN 2941 1162 1196 NaN 275 719 NaN 7130 NaN 4811
1 5700 5663 0.55 1.0 6720 5425 NaN NaN NaN NaN NaN 7232 105 NaN 3140 4129 NaN NaN 37 NaN 173 3003 5527 1162
0 6630 6593 0.45 0.95 NaN 5459 37 1094 4197 NaN 5493 NaN 5800 3958 NaN 480 NaN 6345 NaN NaN NaN NaN NaN NaN
1 1980 1943 0.45 1.0 NaN 4197 NaN NaN 37 4743 NaN NaN NaN NaN 4879 4470 NaN NaN 5459 1537 480 5459 NaN NaN
1 2994 2582 0.25 1.0 NaN NaN NaN NaN 1026 2969 NaN NaN 412 4981 NaN 1128 NaN NaN NaN NaN NaN NaN NaN NaN
1 1953 1916 0.4 1.0 139 NaN 37 37 NaN NaN 71 NaN NaN NaN 37 207 NaN 1912 NaN NaN NaN 1708 NaN NaN
1 2294 2257 0.45 1.0 NaN 71 NaN NaN 3924 NaN NaN NaN 2049 NaN 105 NaN 37 NaN 37 2901 NaN NaN 7368 4231
1 7316 3426 0.2 1.0 NaN 3890 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4504 NaN NaN 3958 4367 NaN
1 446 409 0.55 1.0 4708 NaN NaN 3890 37 139 275 1094 5220 NaN NaN 6311 NaN NaN NaN 173 NaN 5366 NaN 37
