Robot id	First discovery time	First information time
1	6482	40
2	2594	74
3	0	68
4	0	74
5	0	117
6	37	37
7	37	37
8	0	158
9	105	49
10	0	613
11	378	117
12	6584	120
13	0	71
14	0	46
15	2526	99
16	0	111
17	1026	179
18	0	43
19	0	46
20	0	139
21	71	52
22	37	37
23	0	403
24	4879	49
25	37	37
26	71	43
27	0	52
28	0	52
29	71	49
30	3549	74
