Robot id	First discovery time	First information time
1	0	1432
2	0	1432
3	0	1714
4	3038	390
5	2117	347
6	2526	350
7	1674	638
8	0	1441
9	0	393
10	2799	353
11	821	356
12	480	356
13	37	37
14	0	350
15	0	1754
16	0	1748
17	1128	350
18	1605	430
19	5561	1438
20	0	1757
21	0	1751
22	5356	976
23	7436	210
24	753	734
25	0	359
26	0	765
27	0	1875
28	0	1029
29	0	1429
30	0	641
