Robot id	First discovery time	First information time
1	37	37
2	0	43
3	6448	43
4	0	49
5	5186	359
6	37	37
7	105	49
8	6857	421
9	37	37
10	0	229
11	37	37
12	0	802
13	4439	80
14	4163	226
15	37	37
16	3413	229
17	2697	155
18	0	167
19	1100	232
20	0	1171
21	0	49
22	2833	151
23	0	49
24	719	322
25	0	49
26	4061	232
27	0	809
28	992	155
29	37	37
30	4265	694
