Robot id	First discovery time	First information time
1	0	1441
2	0	3775
3	582	347
4	0	3862
5	0	3630
6	6379	4343
7	0	2805
8	1094	796
9	0	3782
10	0	1953
11	0	3636
12	480	347
13	548	347
14	0	3853
15	0	3639
16	1946	1441
17	0	3633
18	0	3633
19	2253	1447
20	0	3636
21	344	344
22	0	3217
23	0	3782
24	0	3214
25	0	3214
26	4470	347
27	0	3639
28	0	3856
29	0	3633
30	2117	1447
