Robot id	First discovery time	First information time
1	514	334
2	0	1574
3	703	375
4	2238	58
5	37	37
6	0	68
7	6178	2027
8	0	93
9	6627	108
10	0	378
11	861	254
12	3444	2027
13	5629	2024
14	0	1019
15	0	52
16	37	37
17	2458	68
18	1367	452
19	37	37
20	660	43
21	2315	68
22	105	105
23	0	105
24	0	415
25	0	58
26	0	55
27	0	58
28	37	37
29	4947	65
30	37	37
