Robot id	First discovery time	First information time
1	0	58
2	0	263
3	0	46
4	0	65
5	0	58
6	3242	43
7	275	40
8	37	37
9	4436	620
10	2969	58
11	0	46
12	3174	58
13	0	192
14	2594	46
15	0	55
16	0	620
17	5291	74
18	0	74
19	0	77
20	0	58
21	6010	58
22	0	71
23	0	58
24	1401	455
25	37	37
26	5598	458
27	0	244
28	0	83
29	1094	65
30	0	80
