Robot id	First discovery time	First information time
1	0	492
2	1708	492
3	0	871
4	0	2139
5	3924	1779
6	37	37
7	0	1336
8	0	1664
9	37	37
10	0	1822
11	4879	1782
12	4811	942
13	0	1556
14	0	49
15	548	46
16	0	1822
17	0	1667
18	821	489
19	0	2408
20	2594	1441
21	0	1661
22	3856	49
23	3344	381
24	0	1819
25	2594	874
26	0	2411
27	0	2790
28	0	492
29	2969	49
30	4643	939
