Robot id	First discovery time	First information time
1	0	182
2	0	170
3	241	96
4	0	93
5	0	65
6	0	52
7	0	173
8	0	350
9	0	52
10	37	37
11	6448	542
12	0	46
13	6107	285
14	0	49
15	0	52
16	0	62
17	0	43
18	0	46
19	7266	1302
20	0	99
21	0	173
22	279	40
23	0	55
24	5766	58
25	1537	176
26	0	49
27	0	821
28	0	83
29	0	49
30	1810	62
