Robot id	First discovery time	First information time
1	0	725
2	37	37
3	0	313
4	0	93
5	1503	83
6	3540	52
7	0	71
8	6221	55
9	1230	55
10	1230	52
11	3416	427
12	37	37
13	0	93
14	2033	52
15	0	722
16	0	2061
17	0	52
18	0	238
19	0	52
20	992	189
21	0	229
22	0	52
23	0	49
24	0	55
25	241	43
26	2340	334
27	344	40
28	0	430
29	0	49
30	0	80
