Robot id	First discovery time	First information time
1	0	961
2	5118	840
3	0	1419
4	0	1968
5	0	852
6	6754	1639
7	685	176
8	0	1001
9	0	833
10	3038	1419
11	241	176
12	6993	1035
13	0	1968
14	0	1639
15	0	843
16	0	1971
17	0	1639
18	6891	1419
19	0	1971
20	6584	855
21	0	1416
22	0	843
23	0	833
24	207	182
25	0	998
26	0	849
27	0	877
28	0	1636
29	0	849
30	173	173
