Robot id	First discovery time	First information time
1	685	254
2	0	266
3	0	62
4	2290	65
5	0	204
6	4299	108
7	0	108
8	0	818
9	0	269
10	7368	96
11	1196	325
12	1060	139
13	37	37
14	0	1466
15	4913	58
16	0	99
17	0	111
18	344	127
19	0	111
20	37	37
21	6550	58
22	37	37
23	105	52
24	139	52
25	0	58
26	0	99
27	37	37
28	0	390
29	0	65
30	0	393
