Robot id	First discovery time	First information time
1	6959	4677
2	0	4588
3	0	4705
4	0	2191
5	1810	1810
6	2117	2117
7	0	4309
8	0	3692
9	1639	1639
10	0	4888
11	2935	2839
12	0	4625
13	0	4662
14	0	0
15	0	4699
16	2594	2018
17	0	4665
18	0	4584
19	0	5263
20	0	6045
