Robot id	First discovery time	First information time
1	5220	1050
2	4402	880
3	37	37
4	0	1249
5	0	697
6	0	694
7	0	3751
8	0	2743
9	0	734
10	0	877
11	0	248
12	3242	1388
13	0	1054
14	0	737
15	0	3964
16	0	2746
17	0	697
18	0	244
19	0	3964
20	0	3961
