Robot id	First discovery time	First information time
1	3481	282
2	0	6026
3	6107	2780
4	310	244
5	0	4522
6	0	3416
7	0	2086
8	0	2604
9	37	37
10	651	651
11	0	2343
12	719	654
13	0	3022
14	0	2340
15	0	3233
16	0	4349
17	0	3422
18	0	248
19	0	3419
20	0	2607
