Robot id	First discovery time	First information time
1	446	49
2	0	1825
3	37	37
4	0	46
5	1174	957
6	37	37
7	0	43
8	548	117
9	0	911
10	0	1965
11	0	393
12	0	824
13	6311	1608
14	0	951
15	0	837
16	37	37
17	0	954
18	71	43
19	1240	957
20	5936	914
