Robot id	First discovery time	First information time
1	0	257
2	0	1159
3	0	210
4	5459	3490
5	0	210
6	5288	1162
7	5288	257
8	0	263
9	0	244
10	0	248
11	3106	251
12	0	1137
13	0	3490
14	0	3487
15	4163	257
16	207	207
17	0	269
18	0	341
19	0	778
20	0	2135
