Robot id	First discovery time	First information time
1	0	0
2	3003	3003
3	6175	6076
4	3003	3003
5	0	0
6	0	7374
7	0	5704
8	0	0
9	0	0
10	6141	6076
11	0	4746
12	0	0
13	139	139
14	0	0
15	6072	6072
16	0	0
17	0	5700
18	0	0
19	0	0
20	0	0
