Robot id	First discovery time	First information time
1	207	40
2	1298	322
3	889	527
4	685	192
5	71	40
6	0	1419
7	37	37
8	0	731
9	6550	1233
10	0	350
11	0	654
12	0	2538
13	139	40
14	37	37
15	0	1041
16	0	46
17	0	1788
18	105	52
19	821	279
20	2049	731
