Robot id	First discovery time	First information time
1	0	40
2	0	49
3	5015	430
4	37	37
5	37	37
6	0	3286
7	0	40
8	37	37
9	37	37
10	0	40
11	2083	2083
12	0	3220
13	6311	86
14	1980	452
15	0	359
16	0	3217
17	855	855
18	0	1546
19	3481	1168
20	0	77
