Robot id	First discovery time	First information time
1	688	554
2	37	37
3	37	37
4	0	359
5	71	43
6	858	217
7	0	46
8	71	58
9	37	37
10	5084	46
11	6891	46
12	0	629
13	0	49
14	0	52
15	0	220
16	5425	89
17	0	99
18	0	1140
19	0	362
20	616	102
