Robot id	First discovery time	First information time
1	0	5772
2	3890	3890
3	0	5778
4	0	3896
5	0	5784
6	0	5769
7	0	5790
8	0	7316
9	0	4953
10	0	5263
11	0	5812
12	0	5797
13	0	5790
14	0	5778
15	4504	3899
16	0	5775
17	0	5787
18	3958	3893
19	4367	3896
20	0	5793
