Robot id	First discovery time	First information time
1	0	570
2	0	46
3	0	55
4	37	37
5	4981	567
6	2492	2197
7	37	37
8	0	2576
9	37	37
10	5731	527
11	685	52
12	412	46
13	37	37
14	719	251
15	0	328
16	6448	248
17	37	37
18	1571	523
19	0	2573
20	0	740
