Robot id	First discovery time	First information time
1	0	663
2	412	244
3	0	657
4	0	654
5	0	666
6	0	660
7	0	992
8	0	992
9	0	654
10	0	1782
11	0	663
12	0	843
13	0	672
14	616	616
15	241	241
16	37	37
17	0	675
18	7334	988
19	3896	992
20	0	3726
