Robot id	First discovery time	First information time
1	3310	179
2	1230	182
3	0	406
4	0	508
5	37	37
6	0	926
7	1162	182
8	4541	353
9	0	409
10	0	412
11	0	406
12	0	415
13	1128	220
14	0	198
15	0	108
16	5390	350
17	0	638
18	5425	195
19	0	403
20	105	105
