Robot id	First discovery time	First information time
1	37	37
2	0	331
3	1196	127
4	7402	697
5	0	452
6	71	43
7	0	920
8	2935	133
9	0	46
10	0	610
11	0	43
12	5049	130
13	0	43
14	0	1717
15	4095	694
16	105	105
17	37	37
18	0	576
19	37	37
20	213	43
