Robot id	First discovery time	First information time
1	0	2879
2	0	1649
3	0	4473
4	0	5369
5	923	387
6	0	1853
7	446	248
8	0	2774
9	0	2207
10	0	5053
11	0	5164
12	0	1856
13	2151	1646
14	4640	3143
15	5390	864
16	1401	858
17	0	1931
18	37	37
19	0	861
20	37	37
