Robot id	First discovery time	First information time
1	1298	62
2	0	49
3	4674	62
4	0	58
5	37	37
6	1537	43
7	0	49
8	3515	1667
9	0	926
10	37	37
11	0	1395
12	0	1391
13	0	713
14	37	37
15	37	37
16	0	1441
17	0	58
18	0	96
19	37	37
20	4470	52
