Robot id	First discovery time	First information time
1	0	2879
2	0	2768
3	2117	2117
4	3310	1404
5	4913	2985
6	37	37
7	0	2771
8	0	2774
9	7334	3658
10	0	4994
11	651	651
12	0	4997
13	0	4206
14	0	2876
15	7402	2873
16	0	4615
17	0	2979
18	0	2982
19	0	3661
20	0	4848
