Robot id	First discovery time	First information time
1	71	71
2	0	530
3	37	37
4	7061	1540
5	0	793
6	4572	536
7	2526	1540
8	37	37
9	344	83
10	2697	114
11	0	530
12	7266	260
13	37	37
14	0	322
15	0	83
16	0	213
17	0	263
18	4470	83
19	4061	210
20	0	827
