Robot id	First discovery time	First information time
1	0	5062
2	0	4578
3	0	6041
4	0	5294
5	0	4166
6	0	5056
7	0	4712
8	5220	4169
9	0	7247
10	0	7440
11	0	0
12	2935	2935
13	0	4916
14	0	0
15	0	5062
16	0	5062
17	0	6045
18	1878	1878
19	3617	3617
20	0	4919
